Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12516.0,66,2,1336.56,3,2,4,9,🔄 Moyen
12519.0,100,2,354.35,2,2,2,6,⚠️ À réactiver
12523.0,10,17,2475.2799999999997,5,5,5,15,🏆 VIP
12524.0,24,10,6605.64,4,5,5,14,🏆 VIP
12525.0,127,8,835.18,2,5,3,10,⭐ Fidèle
12527.0,130,2,386.8,2,2,2,6,⚠️ À réactiver
12529.0,158,2,311.78,2,2,2,6,⚠️ À réactiver
12530.0,45,7,2066.23,3,4,5,12,⭐ Fidèle
12531.0,316,2,1773.83,1,2,4,7,🔄 Moyen
12533.0,254,6,1149.99,1,4,4,9,🔄 Moyen
12537.0,44,1,732.9399999999999,3,1,3,7,🔄 Moyen
12538.0,14,1,276.5,5,1,2,8,🔄 Moyen
12539.0,86,3,5646.4,2,3,5,10,⭐ Fidèle
12540.0,14,17,8798.25,5,5,5,15,🏆 VIP
12542.0,120,4,423.38,2,3,2,7,🔄 Moyen
12543.0,84,1,980.25,2,1,4,7,🔄 Moyen
12547.0,136,1,175.78,2,1,1,4,⚠️ À réactiver
12549.0,211,6,1575.6799999999998,1,4,4,9,🔄 Moyen
12553.0,21,3,896.5699999999999,4,3,3,10,⭐ Fidèle
12554.0,84,1,468.5,2,1,2,5,⚠️ À réactiver
12555.0,318,1,129.23,1,1,1,3,⚠️ À réactiver
12557.0,7,4,6725.18,5,3,5,13,🏆 VIP
12562.0,21,2,1185.18,4,2,4,10,⭐ Fidèle
12563.0,44,1,249.24,3,1,2,6,⚠️ À réactiver
12567.0,3,8,4278.88,5,5,5,15,🏆 VIP
12568.0,280,1,70.0,1,1,1,3,⚠️ À réactiver
12570.0,318,1,77.52,1,1,1,3,⚠️ À réactiver
12573.0,17,4,556.87,4,3,3,10,⭐ Fidèle
12575.0,93,2,622.82,2,2,3,7,🔄 Moyen
12576.0,28,5,776.89,4,4,3,11,⭐ Fidèle
12577.0,17,5,995.9499999999999,4,4,4,12,⭐ Fidèle
12578.0,21,3,1819.09,4,3,4,11,⭐ Fidèle
12580.0,212,1,637.2,1,1,3,5,⚠️ À réactiver
12582.0,58,2,1469.04,3,2,4,9,🔄 Moyen
12583.0,9,14,7157.5599999999995,5,5,5,15,🏆 VIP
12586.0,4,4,1848.73,5,3,4,12,⭐ Fidèle
12588.0,35,4,724.0799999999999,4,3,3,10,⭐ Fidèle
12589.0,50,9,2447.49,3,5,5,13,🏆 VIP
12590.0,137,2,-7.9,2,2,1,5,⚠️ À réactiver
12591.0,26,2,899.3,4,2,3,9,🔄 Moyen
12592.0,155,6,715.02,2,4,3,9,🔄 Moyen
12594.0,14,6,1724.29,5,4,4,13,🏆 VIP
12595.0,140,1,299.02,2,1,2,5,⚠️ À réactiver
12598.0,71,6,1411.99,2,4,4,10,⭐ Fidèle
12599.0,17,6,1264.14,4,4,4,12,⭐ Fidèle
12600.0,7,16,2374.75,5,5,5,15,🏆 VIP
12601.0,40,1,104.2,3,1,1,5,⚠️ À réactiver
12605.0,1,5,1225.45,5,4,4,13,🏆 VIP
12606.0,318,1,21.0,1,1,1,3,⚠️ À réactiver
12608.0,40,1,415.79,3,1,2,6,⚠️ À réactiver
12609.0,10,7,2291.0099999999998,5,4,5,14,🏆 VIP
12613.0,24,7,3372.54,4,4,5,13,🏆 VIP
12615.0,49,7,3273.69,3,4,5,12,⭐ Fidèle
12616.0,18,2,388.09999999999997,4,2,2,8,🔄 Moyen
12619.0,196,1,140.14,1,1,1,3,⚠️ À réactiver
12621.0,1,22,10967.24,5,5,5,15,🏆 VIP
12623.0,52,8,3334.74,3,5,5,13,🏆 VIP
12625.0,145,2,2481.06,2,2,5,9,🔄 Moyen
12629.0,21,2,1558.22,4,2,4,10,⭐ Fidèle
12631.0,67,6,2811.77,3,4,5,12,⭐ Fidèle
12632.0,156,4,738.88,2,3,3,8,🔄 Moyen
12633.0,18,5,3454.58,4,4,5,13,🏆 VIP
12634.0,171,2,490.0,2,2,3,7,🔄 Moyen
12635.0,28,2,1241.23,4,2,4,10,⭐ Fidèle
12636.0,374,1,141.0,1,1,1,3,⚠️ À réactiver
12637.0,14,4,2318.41,5,3,5,13,🏆 VIP
12638.0,275,1,249.8,1,1,2,4,⚠️ À réactiver
12639.0,70,2,826.27,3,2,3,8,🔄 Moyen
12643.0,21,8,4536.26,4,5,5,14,🏆 VIP
12644.0,66,5,1337.6299999999999,3,4,4,11,⭐ Fidèle
12645.0,45,5,1743.72,3,4,4,11,⭐ Fidèle
12647.0,3,35,14012.87,5,5,5,15,🏆 VIP
12648.0,70,4,778.95,3,3,3,9,🔄 Moyen
12649.0,1,7,1634.99,5,4,4,13,🏆 VIP
12651.0,14,4,251.3,5,3,2,10,⭐ Fidèle
12652.0,70,1,97.05,3,1,1,5,⚠️ À réactiver
12653.0,162,1,1950.98,2,1,4,7,🔄 Moyen
12655.0,59,1,261.35,3,1,2,6,⚠️ À réactiver
12656.0,61,4,2338.06,3,3,5,11,⭐ Fidèle
12661.0,72,1,162.0,2,1,1,4,⚠️ À réactiver
12662.0,9,11,3132.09,5,5,5,15,🏆 VIP
12663.0,260,3,204.0,1,3,1,5,⚠️ À réactiver
12664.0,150,2,1188.16,2,2,4,8,🔄 Moyen
12665.0,53,3,239.7,3,3,2,8,🔄 Moyen
12666.0,30,1,1248.42,4,1,4,9,🔄 Moyen
12668.0,14,6,7637.53,5,4,5,14,🏆 VIP
12670.0,21,2,764.24,4,2,3,9,🔄 Moyen
12671.0,242,1,2622.48,1,1,5,7,🔄 Moyen
12672.0,225,2,184.6,1,2,1,4,⚠️ À réactiver
12673.0,37,1,619.5,3,1,3,7,🔄 Moyen
12675.0,189,4,934.8,1,3,3,7,🔄 Moyen
12676.0,44,6,1441.7,3,4,4,11,⭐ Fidèle
12677.0,191,3,389.3,1,3,2,6,⚠️ À réactiver
12678.0,11,10,16262.87,5,5,5,15,🏆 VIP
12681.0,3,30,16874.17,5,5,5,15,🏆 VIP
12682.0,1,24,11657.59,5,5,5,15,🏆 VIP
12683.0,1,9,4197.51,5,5,5,15,🏆 VIP
12686.0,7,1,89.14,5,1,1,7,🔄 Moyen
12687.0,116,2,2138.91,2,2,5,9,🔄 Moyen
12691.0,56,1,134.6,3,1,1,5,⚠️ À réactiver
12692.0,273,1,110.95,1,1,1,3,⚠️ À réactiver
12693.0,32,5,809.46,4,4,3,11,⭐ Fidèle
12694.0,51,2,969.78,3,2,4,9,🔄 Moyen
12695.0,164,3,825.02,2,3,3,8,🔄 Moyen
12696.0,70,3,801.15,3,3,3,9,🔄 Moyen
12698.0,226,1,339.75,1,1,2,4,⚠️ À réactiver
12699.0,53,1,638.11,3,1,3,7,🔄 Moyen
12701.0,165,4,1648.7,2,3,4,9,🔄 Moyen
12703.0,269,5,617.48,1,4,3,8,🔄 Moyen
12705.0,10,8,4739.76,5,5,5,15,🏆 VIP
12706.0,318,1,-91.89,1,1,1,3,⚠️ À réactiver
12708.0,4,15,2501.84,5,5,5,15,🏆 VIP
12709.0,2,30,21018.51,5,5,5,15,🏆 VIP
12711.0,247,2,1339.05,1,2,4,7,🔄 Moyen
12712.0,1,14,2738.03,5,5,5,15,🏆 VIP
12714.0,24,7,9384.85,4,4,5,13,🏆 VIP
12717.0,226,1,277.93,1,1,2,4,⚠️ À réactiver
12720.0,5,13,2334.6,5,5,5,15,🏆 VIP
12721.0,1,4,1277.7,5,3,4,12,⭐ Fidèle
12724.0,19,3,1286.11,4,3,4,11,⭐ Fidèle
12725.0,7,4,2266.7599999999998,5,3,5,13,🏆 VIP
12726.0,23,4,1405.5,4,3,4,11,⭐ Fidèle
12727.0,78,3,1698.83,2,3,4,9,🔄 Moyen
12728.0,19,1,233.84,4,1,2,7,🔄 Moyen
12730.0,157,1,829.25,2,1,3,6,⚠️ À réactiver
12731.0,78,5,6879.8,2,4,5,11,⭐ Fidèle
12733.0,25,5,1942.8700000000001,4,4,4,12,⭐ Fidèle
12734.0,10,2,529.25,5,2,3,10,⭐ Fidèle
12737.0,134,2,3710.5,2,2,5,9,🔄 Moyen
12738.0,8,1,155.35,5,1,1,7,🔄 Moyen
12739.0,21,2,1713.69,4,2,4,10,⭐ Fidèle
12741.0,165,2,406.07,2,2,2,6,⚠️ À réactiver
12742.0,235,2,1185.02,1,2,4,7,🔄 Moyen
12744.0,95,4,4037.77,2,3,5,10,⭐ Fidèle
12745.0,122,3,925.41,2,3,3,8,🔄 Moyen
12746.0,163,3,230.85,2,3,2,7,🔄 Moyen
12747.0,5,22,4968.58,5,5,5,15,🏆 VIP
12748.0,1,159,20898.03,5,5,5,15,🏆 VIP
12749.0,21,8,2460.29,4,5,5,14,🏆 VIP
12751.0,80,1,268.27,2,1,2,5,⚠️ À réactiver
12755.0,1,19,4203.15,5,5,5,15,🏆 VIP
12758.0,95,6,6987.41,2,4,5,11,⭐ Fidèle
12759.0,22,5,3489.2999999999997,4,4,5,13,🏆 VIP
12760.0,91,1,347.8,2,1,2,5,⚠️ À réactiver
12761.0,93,2,782.95,2,2,3,7,🔄 Moyen
12763.0,5,1,320.08,5,1,2,8,🔄 Moyen
12765.0,108,6,1404.58,2,4,4,10,⭐ Fidèle
12766.0,2,5,3036.8,5,4,5,14,🏆 VIP
12767.0,11,1,949.8199999999999,5,1,4,10,⭐ Fidèle
12768.0,67,2,-3.552713678800501e-15,3,2,1,6,⚠️ À réactiver
12770.0,35,6,1624.5,4,4,4,12,⭐ Fidèle
12771.0,100,2,262.5,2,2,2,6,⚠️ À réactiver
12773.0,200,2,0.0,1,2,1,4,⚠️ À réactiver
12774.0,171,1,98.7,2,1,1,4,⚠️ À réactiver
12775.0,24,2,300.08,4,2,2,8,🔄 Moyen
12776.0,303,1,55.5,1,1,1,3,⚠️ À réactiver
12777.0,93,1,519.45,2,1,3,6,⚠️ À réactiver
12778.0,32,3,953.4499999999999,4,3,4,11,⭐ Fidèle
12779.0,7,10,2538.06,5,5,5,15,🏆 VIP
12780.0,234,1,337.4,1,1,2,4,⚠️ À réactiver
12782.0,10,8,2252.72,5,5,5,15,🏆 VIP
12784.0,165,1,1230.33,2,1,4,7,🔄 Moyen
12785.0,171,3,773.6,2,3,3,8,🔄 Moyen
12786.0,245,1,728.5,1,1,3,5,⚠️ À réactiver
12787.0,49,2,395.52,3,2,2,7,🔄 Moyen
12788.0,99,4,444.9,2,3,2,7,🔄 Moyen
12789.0,148,2,181.5,2,2,1,5,⚠️ À réactiver
12790.0,43,2,238.53,3,2,2,7,🔄 Moyen
12791.0,9,8,585.15,5,5,3,13,🏆 VIP
12792.0,170,2,413.34,2,2,2,6,⚠️ À réactiver
12793.0,7,2,471.85,5,2,3,10,⭐ Fidèle
12796.0,264,1,381.0,1,1,2,4,⚠️ À réactiver
12797.0,1,4,531.28,5,3,3,11,⭐ Fidèle
12798.0,57,1,1533.89,3,1,4,8,🔄 Moyen
12799.0,165,1,219.35,2,1,1,4,⚠️ À réactiver
12800.0,106,3,584.25,2,3,3,8,🔄 Moyen
12801.0,113,2,1031.87,2,2,4,8,🔄 Moyen
12802.0,78,7,1937.84,2,4,4,10,⭐ Fidèle
12803.0,29,1,1092.81,4,1,4,9,🔄 Moyen
12804.0,101,2,327.02,2,2,2,6,⚠️ À réactiver
12805.0,17,4,1434.95,4,3,4,11,⭐ Fidèle
12806.0,71,4,2878.96,2,3,5,10,⭐ Fidèle
12807.0,18,3,269.95,4,3,2,9,🔄 Moyen
12808.0,4,3,422.45,5,3,2,10,⭐ Fidèle
12809.0,189,6,1220.98,1,4,4,9,🔄 Moyen
12810.0,170,2,534.99,2,2,3,7,🔄 Moyen
12811.0,14,2,519.05,5,2,3,10,⭐ Fidèle
12813.0,137,3,1687.8,2,3,4,9,🔄 Moyen
12817.0,35,2,524.94,4,2,3,9,🔄 Moyen
12819.0,94,1,540.52,2,1,3,6,⚠️ À réactiver
12820.0,33,9,1705.6,4,5,4,13,🏆 VIP
12821.0,247,1,128.07999999999998,1,1,1,3,⚠️ À réactiver
12823.0,30,13,4742.0,4,5,5,14,🏆 VIP
12825.0,157,2,518.63,2,2,3,7,🔄 Moyen
12826.0,1,8,1460.57,5,5,4,14,🏆 VIP
12829.0,186,1,92.3,1,1,1,3,⚠️ À réactiver
12831.0,99,2,236.06,2,2,2,6,⚠️ À réactiver
12835.0,54,49,6018.67,3,5,5,13,🏆 VIP
12836.0,25,13,3933.61,4,5,5,14,🏆 VIP
12837.0,205,1,554.31,1,1,3,5,⚠️ À réactiver
12838.0,9,11,2692.9,5,5,5,15,🏆 VIP
12839.0,3,16,4344.21,5,5,5,15,🏆 VIP
12840.0,73,5,1299.6,2,4,4,10,⭐ Fidèle
12841.0,5,18,3514.08,5,5,5,15,🏆 VIP
12842.0,40,2,799.0,3,2,3,8,🔄 Moyen
12843.0,18,25,4664.85,4,5,5,14,🏆 VIP
12844.0,78,2,322.64,2,2,2,6,⚠️ À réactiver
12846.0,318,1,15.58,1,1,1,3,⚠️ À réactiver
12847.0,23,1,765.36,4,1,3,8,🔄 Moyen
12848.0,311,1,208.0,1,1,1,3,⚠️ À réactiver
12849.0,17,4,2039.67,4,3,4,11,⭐ Fidèle
12850.0,81,1,330.0,2,1,2,5,⚠️ À réactiver
12851.0,113,1,148.95,2,1,1,4,⚠️ À réactiver
12853.0,57,7,1846.8,3,4,4,11,⭐ Fidèle
12854.0,197,6,1633.22,1,4,4,9,🔄 Moyen
12855.0,8,4,612.84,5,3,3,11,⭐ Fidèle
12857.0,72,5,2577.85,2,4,5,11,⭐ Fidèle
12858.0,19,2,151.73,4,2,1,7,🔄 Moyen
12859.0,94,1,575.1,2,1,3,6,⚠️ À réactiver
12860.0,329,1,55.47,1,1,1,3,⚠️ À réactiver
12861.0,255,1,68.25,1,1,1,3,⚠️ À réactiver
12862.0,61,2,1008.3199999999999,3,2,4,9,🔄 Moyen
12863.0,15,5,2271.35,5,4,5,14,🏆 VIP
12864.0,144,1,152.45,2,1,1,4,⚠️ À réactiver
12865.0,14,2,1755.24,5,2,4,11,⭐ Fidèle
12866.0,110,2,668.23,2,2,3,7,🔄 Moyen
12867.0,33,6,3876.47,4,4,5,13,🏆 VIP
12868.0,9,3,640.0,5,3,3,11,⭐ Fidèle
12869.0,317,1,337.66999999999996,1,1,2,4,⚠️ À réactiver
12870.0,2,4,1662.05,5,3,4,12,⭐ Fidèle
12871.0,75,1,363.38,2,1,2,5,⚠️ À réactiver
12872.0,1,12,3078.37,5,5,5,15,🏆 VIP
12873.0,33,2,1653.3,4,2,4,10,⭐ Fidèle
12874.0,21,3,933.42,4,3,3,10,⭐ Fidèle
12875.0,107,3,1013.76,2,3,4,9,🔄 Moyen
12876.0,30,3,1850.57,4,3,4,11,⭐ Fidèle
12877.0,37,8,1419.4,3,5,4,12,⭐ Fidèle
12880.0,17,2,640.13,4,2,3,9,🔄 Moyen
12887.0,19,1,222.4,4,1,1,6,⚠️ À réactiver
12889.0,17,6,365.65999999999997,4,4,2,10,⭐ Fidèle
12890.0,23,1,336.8,4,1,2,7,🔄 Moyen
12891.0,94,9,488.5,2,5,3,10,⭐ Fidèle
12892.0,32,1,263.38,4,1,2,7,🔄 Moyen
12894.0,211,1,157.35,1,1,1,3,⚠️ À réactiver
12896.0,366,1,-29.75,1,1,1,3,⚠️ À réactiver
12897.0,17,2,297.75,4,2,2,8,🔄 Moyen
12898.0,99,2,310.96,2,2,2,6,⚠️ À réactiver
12899.0,49,1,366.4,3,1,2,6,⚠️ À réactiver
12900.0,58,1,340.33,3,1,2,6,⚠️ À réactiver
12903.0,64,1,833.53,3,1,3,7,🔄 Moyen
12905.0,212,3,1011.8199999999999,1,3,4,8,🔄 Moyen
12907.0,31,3,440.36,4,3,2,9,🔄 Moyen
12908.0,16,3,1026.0,4,3,4,11,⭐ Fidèle
12909.0,58,5,905.9399999999999,3,4,3,10,⭐ Fidèle
12910.0,15,6,2671.98,5,4,5,14,🏆 VIP
12911.0,187,1,1680.47,1,1,4,6,⚠️ À réactiver
12913.0,4,9,4217.23,5,5,5,15,🏆 VIP
12914.0,36,1,223.98,3,1,1,5,⚠️ À réactiver
12915.0,8,7,721.1999999999999,5,4,3,12,⭐ Fidèle
12916.0,78,3,1647.87,2,3,4,9,🔄 Moyen
12917.0,36,7,3735.5,3,4,5,12,⭐ Fidèle
12918.0,262,3,-10953.5,1,3,1,5,⚠️ À réactiver
12920.0,207,3,323.86,1,3,2,6,⚠️ À réactiver
12921.0,2,55,18249.71,5,5,5,15,🏆 VIP
12923.0,26,2,612.9,4,2,3,9,🔄 Moyen
12924.0,28,9,1493.2,4,5,4,13,🏆 VIP
12925.0,228,1,35.28,1,1,1,3,⚠️ À réactiver
12926.0,47,4,1548.46,3,3,4,10,⭐ Fidèle
12927.0,30,1,197.31,4,1,1,6,⚠️ À réactiver
12928.0,14,7,2242.19,5,4,5,14,🏆 VIP
12931.0,16,51,37836.86,4,5,5,14,🏆 VIP
12932.0,175,8,1698.56,2,5,4,11,⭐ Fidèle
12933.0,16,7,1021.0,4,4,4,12,⭐ Fidèle
12934.0,372,1,181.65,1,1,1,3,⚠️ À réactiver
12935.0,10,11,2025.56,5,5,4,14,🏆 VIP
12937.0,99,5,1593.34,2,4,4,10,⭐ Fidèle
12939.0,15,12,13683.0,5,5,5,15,🏆 VIP
12941.0,360,1,377.49,1,1,2,4,⚠️ À réactiver
12942.0,1,1,258.75,5,1,2,8,🔄 Moyen
12943.0,29,3,492.75,4,3,3,10,⭐ Fidèle
12945.0,292,1,437.16,1,1,2,4,⚠️ À réactiver
12946.0,72,1,324.45,2,1,2,5,⚠️ À réactiver
12947.0,9,1,304.03999999999996,5,1,2,8,🔄 Moyen
12948.0,366,2,252.48,1,2,2,5,⚠️ À réactiver
12949.0,18,18,11247.98,4,5,5,14,🏆 VIP
12951.0,10,12,2122.35,5,5,5,15,🏆 VIP
12953.0,158,1,498.96,2,1,3,6,⚠️ À réactiver
12954.0,274,1,162.45,1,1,1,3,⚠️ À réactiver
12956.0,320,3,413.82,1,3,2,6,⚠️ À réactiver
12957.0,177,9,4649.38,2,5,5,12,⭐ Fidèle
12958.0,36,2,539.49,3,2,3,8,🔄 Moyen
12959.0,120,2,133.35,2,2,1,5,⚠️ À réactiver
12960.0,49,4,1322.07,3,3,4,10,⭐ Fidèle
12961.0,15,1,211.99,5,1,1,7,🔄 Moyen
12963.0,1,6,1671.76,5,4,4,13,🏆 VIP
12964.0,73,1,132.24,2,1,1,4,⚠️ À réactiver
12967.0,7,2,2646.02,5,2,5,12,⭐ Fidèle
12969.0,238,1,122.45,1,1,1,3,⚠️ À réactiver
12970.0,16,6,1072.73,4,4,4,12,⭐ Fidèle
12971.0,2,34,4552.48,5,5,5,15,🏆 VIP
12972.0,49,6,1115.95,3,4,4,11,⭐ Fidèle
12973.0,49,1,385.55,3,1,2,6,⚠️ À réactiver
12974.0,201,1,264.15,1,1,2,4,⚠️ À réactiver
12975.0,66,8,1993.99,3,5,4,12,⭐ Fidèle
12976.0,14,7,2417.7799999999997,5,4,5,14,🏆 VIP
12977.0,137,3,478.39,2,3,3,8,🔄 Moyen
12978.0,21,6,2496.07,4,4,5,13,🏆 VIP
12979.0,365,2,479.54,1,2,3,6,⚠️ À réactiver
12980.0,15,14,8817.33,5,5,5,15,🏆 VIP
12982.0,24,15,2184.92,4,5,5,14,🏆 VIP
12983.0,234,1,490.08,1,1,3,5,⚠️ À réactiver
12986.0,38,12,1991.59,3,5,4,12,⭐ Fidèle
12987.0,56,3,753.51,3,3,3,9,🔄 Moyen
12989.0,60,20,5992.29,3,5,5,13,🏆 VIP
12990.0,53,4,546.0,3,3,3,9,🔄 Moyen
12991.0,25,1,261.06,4,1,2,7,🔄 Moyen
12992.0,361,1,93.35,1,1,1,3,⚠️ À réactiver
12993.0,59,6,776.5,3,4,3,10,⭐ Fidèle
12996.0,11,1,355.5,5,1,2,8,🔄 Moyen
12997.0,24,9,867.17,4,5,3,12,⭐ Fidèle
12998.0,128,4,897.38,2,3,3,8,🔄 Moyen
13000.0,206,2,430.15,1,2,2,5,⚠️ À réactiver
13001.0,40,22,14338.13,3,5,5,13,🏆 VIP
13002.0,52,2,293.18,3,2,2,7,🔄 Moyen
13004.0,22,24,5530.5599999999995,4,5,5,14,🏆 VIP
13005.0,63,3,466.08,3,3,2,8,🔄 Moyen
